0.000000	0.004750
0.360721	0.005102
0.721443	0.005453
1.082164	0.005798
1.442886	0.006135
1.803607	0.006458
2.164329	0.006765
2.525050	0.007050
2.885772	0.007310
3.246493	0.007542
3.607214	0.007742
3.967936	0.007907
4.328657	0.008034
4.689379	0.008123
5.050100	0.008171
5.410822	0.008177
5.771543	0.008142
6.132265	0.008066
6.492986	0.007950
6.853707	0.007796
7.214429	0.007607
7.575150	0.007384
7.935872	0.007131
8.296593	0.006852
8.657315	0.006551
9.018036	0.006232
9.378758	0.005899
9.739479	0.005556
10.100200	0.005207
10.460922	0.004857
10.821643	0.004508
11.182365	0.004165
11.543086	0.003830
11.903808	0.003506
12.264529	0.003196
12.625251	0.002902
12.985972	0.002624
13.346693	0.002365
13.707415	0.002125
14.068136	0.001903
14.428858	0.001701
14.789579	0.001518
15.150301	0.001354
15.511022	0.001207
15.871743	0.001078
16.232465	0.000964
16.593186	0.000866
16.953908	0.000781
17.314629	0.000709
17.675351	0.000649
18.036072	0.000600
18.396794	0.000560
18.757515	0.000528
19.118236	0.000504
19.478958	0.000487
19.839679	0.000476
20.200401	0.000470
20.561122	0.000469
20.921844	0.000471
21.282565	0.000478
21.643287	0.000487
22.004008	0.000499
22.364729	0.000514
22.725451	0.000530
23.086172	0.000549
23.446894	0.000569
23.807615	0.000590
24.168337	0.000612
24.529058	0.000635
24.889780	0.000659
25.250501	0.000684
25.611222	0.000709
25.971944	0.000734
26.332665	0.000759
26.693387	0.000784
27.054108	0.000808
27.414830	0.000833
27.775551	0.000856
28.136273	0.000880
28.496994	0.000903
28.857715	0.000924
29.218437	0.000946
29.579158	0.000966
29.939880	0.000985
30.300601	0.001004
30.661323	0.001021
31.022044	0.001038
31.382766	0.001054
31.743487	0.001069
32.104208	0.001083
32.464930	0.001096
32.825651	0.001108
33.186373	0.001120
33.547094	0.001131
33.907816	0.001141
34.268537	0.001150
34.629259	0.001159
34.989980	0.001167
35.350701	0.001175
35.711423	0.001182
36.072144	0.001189
36.432866	0.001195
36.793587	0.001201
