0.000000	0.004309
0.360721	0.004636
0.721443	0.004976
1.082164	0.005326
1.442886	0.005687
1.803607	0.006058
2.164329	0.006436
2.525050	0.006822
2.885772	0.007213
3.246493	0.007609
3.607214	0.008007
3.967936	0.008406
4.328657	0.008805
4.689379	0.009201
5.050100	0.009592
5.410822	0.009977
5.771543	0.010354
6.132265	0.010720
6.492986	0.011073
6.853707	0.011412
7.214429	0.011733
7.575150	0.012036
7.935872	0.012317
8.296593	0.012574
8.657315	0.012806
9.018036	0.013011
9.378758	0.013187
9.739479	0.013332
10.100200	0.013444
10.460922	0.013523
10.821643	0.013568
11.182365	0.013577
11.543086	0.013550
11.903808	0.013487
12.264529	0.013387
12.625251	0.013251
12.985972	0.013080
13.346693	0.012875
13.707415	0.012636
14.068136	0.012365
14.428858	0.012064
14.789579	0.011736
15.150301	0.011382
15.511022	0.011004
15.871743	0.010607
16.232465	0.010191
16.593186	0.009761
16.953908	0.009320
17.314629	0.008870
17.675351	0.008414
18.036072	0.007956
18.396794	0.007499
18.757515	0.007044
19.118236	0.006596
19.478958	0.006156
19.839679	0.005726
20.200401	0.005309
20.561122	0.004907
20.921844	0.004520
21.282565	0.004151
21.643287	0.003800
22.004008	0.003468
22.364729	0.003155
22.725451	0.002863
23.086172	0.002590
23.446894	0.002338
23.807615	0.002105
24.168337	0.001891
24.529058	0.001696
24.889780	0.001518
25.250501	0.001358
25.611222	0.001213
25.971944	0.001084
26.332665	0.000969
26.693387	0.000867
27.054108	0.000777
27.414830	0.000698
27.775551	0.000629
28.136273	0.000570
28.496994	0.000518
28.857715	0.000474
29.218437	0.000436
29.579158	0.000404
29.939880	0.000377
30.300601	0.000354
30.661323	0.000335
31.022044	0.000319
31.382766	0.000306
31.743487	0.000295
32.104208	0.000285
32.464930	0.000278
32.825651	0.000271
33.186373	0.000265
33.547094	0.000260
33.907816	0.000256
34.268537	0.000252
34.629259	0.000248
34.989980	0.000245
35.350701	0.000241
35.711423	0.000238
36.072144	0.000235
36.432866	0.000231
36.793587	0.000228
37.154309	0.000225
37.515030	0.000222
37.875752	0.000218
38.236473	0.000215
38.597194	0.000212
38.957916	0.000209
39.318637	0.000207
39.679359	0.000204
40.040080	0.000201
40.400802	0.000199
40.761523	0.000197
41.122244	0.000195
41.482966	0.000194
41.843687	0.000192
42.204409	0.000191
42.565130	0.000190
42.925852	0.000190
43.286573	0.000189
43.647295	0.000189
44.008016	0.000189
44.368737	0.000189
44.729459	0.000189
45.090180	0.000190
45.450902	0.000190
45.811623	0.000191
46.172345	0.000192
46.533066	0.000193
46.893788	0.000194
47.254509	0.000195
47.615230	0.000196
47.975952	0.000197
48.336673	0.000199
48.697395	0.000200
49.058116	0.000201
49.418838	0.000203
49.779559	0.000205
50.140281	0.000206
50.501002	0.000208
50.861723	0.000210
51.222445	0.000212
51.583166	0.000214
51.943888	0.000217
52.304609	0.000219
52.665331	0.000222
53.026052	0.000225
53.386774	0.000228
53.747495	0.000232
54.108216	0.000236
54.468938	0.000240
54.829659	0.000244
55.190381	0.000249
55.551102	0.000254
55.911824	0.000259
56.272545	0.000265
56.633267	0.000271
56.993988	0.000277
57.354709	0.000285
57.715431	0.000292
58.076152	0.000300
58.436874	0.000309
58.797595	0.000318
59.158317	0.000328
59.519038	0.000340
59.879760	0.000352
60.240481	0.000365
60.601202	0.000380
60.961924	0.000396
61.322645	0.000415
61.683367	0.000435
62.044088	0.000458
62.404810	0.000484
62.765531	0.000513
63.126253	0.000546
63.486974	0.000583
63.847695	0.000625
64.208417	0.000671
64.569138	0.000724
64.929860	0.000782
65.290581	0.000848
65.651303	0.000921
66.012024	0.001003
66.372745	0.001093
66.733467	0.001193
67.094188	0.001304
67.454910	0.001425
67.815631	0.001557
68.176353	0.001702
68.537074	0.001860
68.897796	0.002031
69.258517	0.002215
69.619238	0.002414
69.979960	0.002627
70.340681	0.002854
70.701403	0.003097
71.062124	0.003354
71.422846	0.003627
71.783567	0.003915
72.144289	0.004217
72.505010	0.004533
72.865731	0.004864
73.226453	0.005208
73.587174	0.005565
73.947896	0.005934
74.308617	0.006315
74.669339	0.006706
75.030060	0.007107
75.390782	0.007517
75.751503	0.007934
76.112224	0.008357
76.472946	0.008785
76.833667	0.009218
77.194389	0.009653
77.555110	0.010089
77.915832	0.010525
78.276553	0.010960
78.637275	0.011393
78.997996	0.011821
79.358717	0.012245
79.719439	0.012662
80.080160	0.013072
80.440882	0.013474
80.801603	0.013866
81.162325	0.014247
81.523046	0.014617
81.883768	0.014975
82.244489	0.015320
82.605210	0.015652
82.965932	0.015969
83.326653	0.016272
83.687375	0.016559
84.048096	0.016831
84.408818	0.017087
84.769539	0.017328
85.130261	0.017552
85.490982	0.017761
85.851703	0.017953
86.212425	0.018129
86.573146	0.018289
86.933868	0.018434
87.294589	0.018562
87.655311	0.018675
88.016032	0.018772
88.376754	0.018854
88.737475	0.018921
89.098196	0.018973
89.458918	0.019010
89.819639	0.019031
90.180361	0.019038
90.541082	0.019031
90.901804	0.019008
91.262525	0.018970
91.623246	0.018918
91.983968	0.018851
92.344689	0.018769
92.705411	0.018671
93.066132	0.018558
93.426854	0.018430
93.787575	0.018286
94.148297	0.018127
94.509018	0.017951
94.869739	0.017760
95.230461	0.017553
95.591182	0.017329
95.951904	0.017090
96.312625	0.016835
96.673347	0.016563
97.034068	0.016277
97.394790	0.015975
97.755511	0.015658
98.116232	0.015327
98.476954	0.014981
98.837675	0.014623
99.198397	0.014251
99.559118	0.013868
99.919840	0.013474
100.280561	0.013069
100.641283	0.012656
101.002004	0.012235
101.362725	0.011807
101.723447	0.011373
102.084168	0.010935
102.444890	0.010495
102.805611	0.010052
103.166333	0.009610
103.527054	0.009168
103.887776	0.008729
104.248497	0.008294
104.609218	0.007864
104.969940	0.007441
105.330661	0.007025
105.691383	0.006619
106.052104	0.006222
106.412826	0.005837
106.773547	0.005463
107.134269	0.005102
107.494990	0.004755
107.855711	0.004421
108.216433	0.004103
108.577154	0.003799
108.937876	0.003511
109.298597	0.003238
109.659319	0.002980
110.020040	0.002738
110.380762	0.002511
110.741483	0.002299
111.102204	0.002102
111.462926	0.001919
111.823647	0.001750
112.184369	0.001594
112.545090	0.001451
112.905812	0.001320
113.266533	0.001200
113.627255	0.001092
113.987976	0.000993
114.348697	0.000903
114.709419	0.000823
115.070140	0.000751
115.430862	0.000686
115.791583	0.000628
116.152305	0.000576
116.513026	0.000531
116.873747	0.000490
117.234469	0.000454
117.595190	0.000423
117.955912	0.000395
118.316633	0.000371
118.677355	0.000350
119.038076	0.000332
119.398798	0.000317
119.759519	0.000303
120.120240	0.000292
120.480962	0.000282
120.841683	0.000273
121.202405	0.000266
121.563126	0.000261
121.923848	0.000256
122.284569	0.000251
122.645291	0.000248
123.006012	0.000245
123.366733	0.000242
123.727455	0.000240
124.088176	0.000238
124.448898	0.000236
124.809619	0.000235
125.170341	0.000233
125.531062	0.000232
